1570732408251
Hello from ESP32 Server1570732408272
473565	0.39	0.90	0.16	0.13	-1.87	3.40	-9.03	0.19	-0.13	0.06	19.56	-3.50	38.50	-0.02	-0.10	-0.04	1	3	3	3
1570732408469
473576	0.39	0.90	0.16	0.13	-1.87	3.42	-9.02	0.19	-0.19	0.13	19.56	-3.50	38.50	-0.02	-0.12	-0.07	1	3	3	3
473585	0.39	0.90	0.16	0.13	-1.87	3.42	-9.02	0.19	-0.06	0.00	18.50	-3.87	39.69	-0.03	-0.13	-0.07	1	3	3	3
473595	0.39	0.90	0.16	0.13	-1.88	3.42	-9.02	0.00	-0.06	0.00	18.50	-3.87	39.69	-0.03	-0.12	-0.06	1	3	3	3
473606	0.39	0.90	0.16	0.13	-1.88	3.40	-9.01	-0.13	0.00	0.06	18.50	-3.87	39.69	-0.02	-0.14	-0.06	1	3	3	3
473616	0.39	0.90	0.16	0.13	-1.88	3.39	-9.01	-0.06	0.13	0.00	18.50	-3.87	39.69	-0.02	-0.15	-0.05	1	3	3	3
473626	0.39	0.90	0.16	0.13	-1.87	3.42	-9.00	0.13	0.13	0.06	18.50	-3.87	39.69	-0.01	-0.12	-0.05	1	3	3	3
473635	0.39	0.90	0.16	0.13	-1.89	3.41	-9.00	0.13	0.19	0.06	18.87	-4.25	39.69	-0.03	-0.13	-0.04	1	3	3	3
473646	0.39	0.90	0.16	0.13	-1.87	3.40	-8.99	0.06	0.06	0.00	18.87	-4.25	39.69	-0.02	-0.13	-0.04	1	3	3	3
473657	0.39	0.90	0.16	0.13	-1.87	3.40	-9.02	-0.13	0.13	0.06	18.87	-4.25	39.69	-0.01	-0.14	-0.06	1	3	3	3
473668	0.39	0.90	0.16	0.13	-1.88	3.43	-9.02	-0.06	-0.06	0.00	18.87	-4.25	39.69	-0.02	-0.11	-0.06	1	3	3	3
473677	0.39	0.90	0.16	0.13	-1.89	3.43	-9.00	0.19	0.06	0.00	18.87	-4.25	39.69	-0.03	-0.11	-0.04	1	3	3	3
473687	0.39	0.90	0.16	0.13	-1.89	3.40	-9.00	0.00	-0.06	0.06	19.19	-3.87	40.06	-0.04	-0.13	-0.04	1	3	3	3
473697	0.39	0.90	0.16	0.13	-1.87	3.41	-9.02	-0.06	0.06	-0.06	19.19	-3.87	40.06	-0.02	-0.13	-0.07	1	3	3	3
473708	0.39	0.90	0.16	0.13	-1.87	3.41	-9.01	-0.06	-0.06	0.06	19.19	-3.87	40.06	-0.01	-0.13	-0.05	1	3	3	3
473719	0.39	0.90	0.16	0.13	-1.87	3.39	-9.03	-0.13	0.06	0.06	19.19	-3.87	40.06	-0.01	-0.14	-0.07	1	3	3	3
473727	0.39	0.90	0.16	0.13	-1.88	3.39	-8.98	0.00	-0.19	0.00	19.19	-3.87	40.06	-0.03	-0.14	-0.03	1	3	3	3
473736	0.39	0.90	0.16	0.13	-1.88	3.43	-9.04	0.00	-0.13	0.06	19.19	-4.19	38.06	-0.02	-0.11	-0.09	1	3	3	3
473747	0.39	0.90	0.16	0.13	-1.88	3.41	-9.04	0.19	0.00	0.06	19.19	-4.19	38.06	-0.03	-0.13	-0.09	1	3	3	3
473757	0.39	0.90	0.16	0.13	-1.87	3.43	-9.07	0.00	0.06	0.00	19.19	-4.19	38.06	-0.01	-0.11	-0.12	1	3	3	3
473767	0.39	0.90	0.16	0.13	-1.86	3.42	-9.01	-0.06	-0.06	0.00	19.19	-4.19	38.06	0.00	-0.12	-0.05	1	3	3	3
1570732408734
473778	0.39	0.90	0.16	0.13	-1.88	3.40	-8.99	-0.06	-0.13	0.06	19.19	-4.19	38.06	-0.02	-0.13	-0.04	1	3	3	3
473788	0.39	0.90	0.16	0.13	-1.85	3.39	-8.99	0.00	0.00	-0.06	18.50	-4.19	37.69	0.00	-0.14	-0.04	1	3	3	3
473799	0.39	0.90	0.16	0.13	-1.87	3.42	-9.00	0.19	-0.06	0.06	18.50	-4.19	37.69	-0.01	-0.12	-0.05	1	3	3	3
473809	0.39	0.90	0.16	0.13	-1.87	3.41	-9.03	0.06	-0.06	0.06	18.50	-4.19	37.69	-0.01	-0.13	-0.08	1	3	3	3
473821	0.39	0.90	0.16	0.13	-1.86	3.39	-9.01	0.06	0.06	0.00	18.50	-4.19	37.69	0.00	-0.14	-0.05	1	3	3	3
473829	0.39	0.90	0.16	0.13	-1.87	3.41	-9.00	0.00	0.00	0.00	18.50	-4.19	37.69	-0.02	-0.13	-0.04	1	3	3	3
473839	0.39	0.90	0.16	0.13	-1.88	3.40	-9.03	0.00	0.00	-0.06	18.87	-3.87	38.88	-0.03	-0.14	-0.08	1	3	3	3
473849	0.39	0.90	0.16	0.13	-1.86	3.41	-9.02	0.00	0.00	0.06	18.87	-3.87	38.88	0.00	-0.13	-0.07	1	3	3	3
473859	0.39	0.90	0.16	0.13	-1.86	3.41	-9.04	-0.06	-0.06	0.00	18.87	-3.87	38.88	0.00	-0.13	-0.09	1	3	3	3
473870	0.39	0.90	0.16	0.13	-1.87	3.41	-9.04	0.00	-0.13	0.06	18.87	-3.87	38.88	-0.02	-0.13	-0.09	1	3	3	3
473878	0.39	0.90	0.16	0.13	-1.88	3.41	-9.02	0.06	-0.06	0.06	18.87	-3.87	38.88	-0.03	-0.13	-0.07	1	3	3	3
473888	0.39	0.90	0.16	0.13	-1.87	3.40	-9.01	0.00	-0.06	0.06	20.00	-4.69	40.19	-0.01	-0.14	-0.06	1	3	3	3
473898	0.39	0.90	0.16	0.13	-1.89	3.41	-8.98	-0.06	-0.25	0.00	20.00	-4.69	40.19	-0.04	-0.13	-0.03	1	3	3	3
473909	0.39	0.90	0.16	0.13	-1.88	3.40	-9.03	-0.06	-0.06	0.13	20.00	-4.69	40.19	-0.03	-0.14	-0.08	1	3	3	3
