1570732402695
Hello from ESP32 Server1570732402702
356648	-0.20	0.21	-0.95	0.07	3.72	3.90	7.93	-0.13	-0.13	0.06	-15.19	-47.19	-35.56	0.05	-0.06	-0.20	3	3	3	0
1570732402912
356660	-0.20	0.21	-0.95	0.07	3.73	3.92	7.95	-0.19	-0.25	0.06	-15.19	-47.19	-35.56	0.04	-0.04	-0.21	3	3	3	0
356670	-0.20	0.21	-0.95	0.07	3.73	3.91	7.98	-0.06	-0.19	0.06	-14.50	-47.19	-34.50	0.04	-0.05	-0.18	3	3	3	0
356681	-0.20	0.21	-0.95	0.07	3.73	3.92	7.97	-0.13	-0.31	0.06	-14.50	-47.19	-34.50	0.04	-0.04	-0.19	3	3	3	0
356691	-0.20	0.21	-0.95	0.07	3.71	3.90	7.94	-0.13	-0.06	-0.06	-14.50	-47.19	-34.50	0.01	-0.06	-0.22	3	3	3	0
356701	-0.20	0.21	-0.95	0.07	3.73	3.89	7.95	-0.19	0.00	-0.06	-14.50	-47.19	-34.50	0.04	-0.07	-0.21	3	3	3	0
356711	-0.20	0.21	-0.95	0.07	3.72	3.91	7.96	-0.13	-0.13	0.06	-14.50	-47.19	-34.50	0.03	-0.05	-0.20	3	3	3	0
356721	-0.20	0.21	-0.95	0.07	3.72	3.91	7.96	0.00	0.00	0.00	-13.00	-46.75	-33.19	0.03	-0.05	-0.20	3	3	3	0
356732	-0.20	0.21	-0.95	0.07	3.73	3.91	7.96	-0.13	-0.06	-0.06	-13.00	-46.75	-33.19	0.04	-0.05	-0.20	3	3	3	0
356742	-0.20	0.21	-0.95	0.07	3.74	3.90	7.96	0.00	0.13	-0.13	-13.00	-46.75	-33.19	0.05	-0.06	-0.20	3	3	3	0
356753	-0.20	0.21	-0.95	0.07	3.73	3.91	7.96	0.00	0.06	-0.19	-13.00	-46.75	-33.19	0.04	-0.05	-0.20	3	3	3	0
356761	-0.20	0.21	-0.95	0.07	3.73	3.90	7.93	0.06	0.13	-0.13	-13.00	-46.75	-33.19	0.04	-0.06	-0.23	3	3	3	0
356771	-0.20	0.21	-0.95	0.07	3.71	3.92	7.93	0.00	0.19	-0.06	-13.25	-47.19	-36.50	0.01	-0.04	-0.23	3	3	3	0
356781	-0.20	0.21	-0.95	0.07	3.73	3.93	7.97	0.13	0.19	-0.13	-13.25	-47.19	-36.50	0.04	-0.03	-0.19	3	3	3	0
356792	-0.20	0.21	-0.95	0.07	3.73	3.93	7.92	0.00	0.19	0.00	-13.25	-47.19	-36.50	0.04	-0.03	-0.24	3	3	3	0
356802	-0.20	0.21	-0.95	0.07	3.72	3.92	7.95	-0.13	0.00	-0.06	-13.25	-47.19	-36.50	0.03	-0.04	-0.21	3	3	3	0
356810	-0.20	0.21	-0.95	0.07	3.72	3.93	7.97	-0.06	-0.13	-0.06	-13.25	-47.19	-36.50	0.02	-0.03	-0.19	3	3	3	0
356820	-0.20	0.21	-0.95	0.07	3.72	3.93	7.95	-0.13	0.00	0.06	-14.06	-46.75	-36.06	0.03	-0.03	-0.21	3	3	3	0
356831	-0.20	0.21	-0.95	0.07	3.72	3.92	7.94	-0.06	-0.19	0.13	-14.06	-46.75	-36.06	0.02	-0.04	-0.22	3	3	3	0
356841	-0.20	0.21	-0.95	0.07	3.73	3.92	7.93	-0.19	0.00	0.06	-14.06	-46.75	-36.06	0.04	-0.04	-0.23	3	3	3	0
356851	-0.20	0.21	-0.95	0.07	3.73	3.91	7.96	0.00	-0.13	0.13	-14.06	-46.75	-36.06	0.04	-0.05	-0.20	3	3	3	0
1570732403117
356863	-0.20	0.21	-0.95	0.07	3.75	3.91	7.95	-0.06	-0.19	0.13	-14.06	-46.75	-36.06	0.06	-0.05	-0.21	3	3	3	0
