1570732245411
Hello from ESP32 Server1570732245417
511708	0.81	-0.59	-0.01	0.04	0.61	-0.82	-9.84	0.00	0.06	-0.19	-20.88	-2.75	31.06	0.08	-0.09	-0.07	0	3	3	3
1570732245631
511719	0.81	-0.59	-0.01	0.04	0.63	-0.82	-9.83	0.13	0.06	0.06	-21.56	-3.50	31.50	0.09	-0.09	-0.06	0	3	3	3
511729	0.81	-0.59	-0.01	0.04	0.58	-0.80	-9.81	0.13	-0.06	-0.06	-21.56	-3.50	31.50	0.05	-0.07	-0.05	0	3	3	3
511740	0.81	-0.59	-0.01	0.04	0.61	-0.83	-9.86	0.00	0.06	-0.19	-21.56	-3.50	31.50	0.08	-0.09	-0.09	0	3	3	3
511750	0.81	-0.59	-0.01	0.04	0.62	-0.82	-9.81	-0.13	0.00	0.00	-21.56	-3.50	31.50	0.08	-0.09	-0.04	0	3	3	3
511759	0.81	-0.59	-0.01	0.04	0.63	-0.81	-9.82	-0.13	0.13	-0.06	-21.56	-3.50	31.50	0.09	-0.08	-0.05	0	3	3	3
511767	0.81	-0.59	-0.01	0.04	0.61	-0.82	-9.85	0.00	0.00	0.00	-19.37	-3.06	33.56	0.07	-0.09	-0.09	0	3	3	3
511778	0.81	-0.59	-0.01	0.04	0.61	-0.82	-9.82	0.06	0.06	0.00	-19.37	-3.06	33.56	0.07	-0.09	-0.06	0	3	3	3
511788	0.81	-0.59	-0.01	0.04	0.60	-0.80	-9.85	0.06	-0.13	0.06	-19.37	-3.06	33.56	0.06	-0.07	-0.09	0	3	3	3
511798	0.81	-0.59	-0.01	0.04	0.61	-0.81	-9.82	0.13	0.06	-0.06	-19.37	-3.06	33.56	0.07	-0.08	-0.06	0	3	3	3
511808	0.81	-0.59	-0.01	0.04	0.60	-0.82	-9.79	-0.06	0.13	-0.19	-19.37	-3.06	33.56	0.07	-0.09	-0.03	0	3	3	3
511817	0.81	-0.59	-0.01	0.04	0.60	-0.82	-9.79	-0.19	0.19	-0.13	-20.88	-3.50	33.88	0.09	-0.11	-0.05	0	3	3	3
511827	0.81	-0.59	-0.01	0.04	0.63	-0.84	-9.85	-0.19	0.19	-0.06	-20.88	-3.50	33.88	0.09	-0.10	-0.08	0	3	3	3
